ID,Name,Type,Country,Title,Call Sign,Vessel Type,Tonnage,Gross Registered Tonnage,Vessel Flag,Vessel Owner,Aliases
24506,EP-AJH,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 27 Oct 2000; Aircraft Model A320; Aircraft Operator Meraj Air; Aircraft Manufacturer's Serial Number (MSN) 1353; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MERAJ AIR.
24507,EP-AJC,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 28 Feb 1995; Aircraft Model A320; Aircraft Operator Meraj Air; Aircraft Manufacturer's Serial Number (MSN) 530; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MERAJ AIR.
25102,N488RC,aircraft,VENEZUELA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Model G200; Aircraft Manufacturer's Serial Number (MSN) 228; Aircraft Tail Number N488RC; Linked To: SARRIA DIAZ, Rafael Alfredo."
25497,EP-ITE,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 27 Jul 2017; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1424; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25498,EP-ITF,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 04 Sep 2017; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1431; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25499,EP-ITG,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 20 Dec 2017; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1477; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25500,EP-ITH,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 11 Dec 2017; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1478; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25501,EP-IAB,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 22 Apr 1976; Aircraft Model B747; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 20999; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25502,EP-IAC,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 16 May 1977; Aircraft Model B747; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 21093; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25503,EP-IAD,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 26 Apr 1979; Aircraft Model B747; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 21758; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25504,EP-IAG,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 21 Jul 1976; Aircraft Model B747; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 21217; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25505,EP-IAH,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 22 Dec 1976; Aircraft Model B747; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 21218; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25506,EP-IAI,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 01 Dec 1981; Aircraft Model B747; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 22670; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25507,EP-IDG,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 30 Jan 1991; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11302; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25508,EP-CFR,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 31 Mar 1992; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11383; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25509,EP-IDA,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 12 Jun 1990; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11292; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25510,EP-IDD,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 31 Oct 1990; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11294; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25511,EP-IDF,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 07 Nov 1990; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11298; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25512,EP-CFD,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 19 Feb 1993; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11442; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25513,EP-CFE,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 06 Oct 1992; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11422; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25514,EP-CFH,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 24 Feb 1993; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11443; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25515,EP-CFI,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 22 Jan 1996; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11511; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25516,EP-CFJ,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 09 Jan 1996; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11516; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25517,EP-CFK,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 18 Feb 1996; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11518; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25518,EP-CFL,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 28 Jun 1991; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11343; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25519,EP-CFM,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 27 Apr 1992; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11394; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25520,EP-CFO,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 03 Apr 1992; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11389; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25521,EP-CFP,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 24 Jul 1992; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11409; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25522,EP-CFQ,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 02 Dec 1992; Aircraft Model F28; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 11429; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25523,UR-BXI,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Jun 1993; Aircraft Model DC-9; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 53170; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25524,UR-CBD,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Mar 1989; Aircraft Model DC-9; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 49510; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25525,EP-IRT,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 03 Mar 1975; Aircraft Model B727; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 21078; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25526,EP-IRR,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 24 Jun 1974; Aircraft Model B727; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 20946; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25527,EP-IRS,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 12 Sep 1974; Aircraft Model B727; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 20947; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25528,EP-ITI,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 22 Mar 2018; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1489; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25529,EP-ITJ,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 06 Apr 2018; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1494; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25530,EP-ITK,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 19 Jun 2018; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1503; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25531,EP-IEE,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 14 Feb 1992; Aircraft Model A320; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 303; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25532,EP-ITL,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 24 May 2018; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1504; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25533,EP-IEF,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 05 Mar 1992; Aircraft Model A320; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 312; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25534,EP-ITM,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 03 Jul 2018; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1510; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25535,EP-IED,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 18 Jun 1992; Aircraft Model A320; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 345; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25536,EP-IEB,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 26 Jan 1996; Aircraft Model A320; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 575; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25537,EP-IEG,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 06 Jun 2003; Aircraft Model A320; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 2054; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25538,EP-IBK,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 19 Feb 1993; Aircraft Model A310; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 671; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25539,EP-IEC,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 18 Jun 1998; Aircraft Model A320; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 857; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25540,EP-IBL,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 02 May 1987; Aircraft Model A310; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 436; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25541,EP-IFA,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 16 Nov 2016; Aircraft Model A321; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 7418; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25542,EP-IBS,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 13 Feb 1980; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 80; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25543,EP-IJA,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 02 Jun 2014; Aircraft Model A330; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1540; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25544,EP-IBN,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 16 Apr 1985; Aircraft Model A310; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 375; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25545,EP-IBP,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 06 Jan 1986; Aircraft Model A310; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 370; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25546,EP-IJB,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 05 Nov 2014; Aircraft Model A330; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1586; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25547,EP-IBQ,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 20 Jan 1986; Aircraft Model A310; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 389; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25548,EP-IBB,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 18 Jan 1994; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 727; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25549,EP-IBT,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 09 Mar 1982; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 185; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25550,EP-IBZ,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 13 Dec 1982; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 226; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25551,EP-IBC,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 11 Mar 1992; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 632; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25552,EP-IBA,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 21 Dec 1993; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 723; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25553,EP-IBD,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Apr 1993; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 696; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25554,EP-ICD,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 15 Sep 1988; Aircraft Model B747; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 24134; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25555,EP-IBG,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 09 Aug 1984; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 299; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25556,EP-ICE,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 11 Mar 1981; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 139; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25557,EP-ICF,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 14 Dec 1981; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 173; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25558,EP-IBI,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 09 Jun 1981; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 151; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25559,EP-ITA,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 05 Jan 2017; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1386; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25560,EP-ITB,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 17 Jan 2017; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1389; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25561,EP-IBJ,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 18 May 1983; Aircraft Model A300; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 256; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25562,EP-ITC,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 11 Jan 2017; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1390; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
25563,EP-ITD,aircraft,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 28 Dec 2016; Aircraft Model ATR-72; Aircraft Operator Iran Air; Aircraft Manufacturer's Serial Number (MSN) 1391; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: IRAN AIR.
26345,EP-FAA,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 16 Oct 1990; Aircraft Model Boeing B747; Aircraft Manufacturer's Serial Number (MSN) 24576; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: QESHM FARS AIR.
26346,EP-FAB,aircraft,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 04 Nov 1991; Aircraft Model Boeing B747; Aircraft Manufacturer's Serial Number (MSN) 25171; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: QESHM FARS AIR.
27197,RA-02791,aircraft,UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date 01 Dec 2000; Aircraft Mode S Transponder Code 140AE7; Aircraft Model Hawker 800XP; Aircraft Operator Beratex Group Limited; Nationality of Registration Russia; Aircraft Serial Identification 258512; Linked To: BERATEX GROUP LIMITED.
27198,VP-CSP,aircraft,UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Manufacture Date Sep 1991; Aircraft Mode S Transponder Code 400065; Aircraft Model BAE 125 Series 800B; Aircraft Operator Linburg Industries LTD.; Nationality of Registration Cayman Islands; Aircraft Serial Identification 258210; Linked To: LINBURG INDUSTRIES LTD.
27293,M-SAAN,aircraft,UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date Sep 2007; Aircraft Mode S Transponder Code 424B32; Aircraft Model EMB135; Aircraft Operator Autolex Transport LTD.; Nationality of Registration Man, Isle of; Aircraft Serial Identification 14501008; Linked To: AUTOLEX TRANSPORT LTD."
28318,YV3360,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Falcon 200EX; Aircraft Manufacturer's Serial Number (MSN) 17; Aircraft Tail Number YV3360.
28319,YV2040,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Falcon 900B; Aircraft Manufacturer's Serial Number (MSN) 133; Aircraft Tail Number YV2040.
28320,YV2726,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Falcon 900; Aircraft Manufacturer's Serial Number (MSN) 136; Aircraft Tail Number YV2726.
28321,YV2485,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Falcon 900EX; Aircraft Manufacturer's Serial Number (MSN) 196; Aircraft Tail Number YV2485.
28322,YV2486,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Falcon 900EX; Aircraft Manufacturer's Serial Number (MSN) 197; Aircraft Tail Number YV2486.
28324,YV2565,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Learjet 45; Aircraft Manufacturer's Serial Number (MSN) 45-389; Aircraft Tail Number YV2565.
28325,YV2567,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Learjet 45; Aircraft Manufacturer's Serial Number (MSN) 45-390; Aircraft Tail Number YV2567.
28326,YV1118,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Learjet 45; Aircraft Manufacturer's Serial Number (MSN) 45-396; Aircraft Tail Number YV1118.
28327,YV2734,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Learjet 45; Aircraft Manufacturer's Serial Number (MSN) 45-407; Aircraft Tail Number YV2734.
28329,YV2716,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Learjet 45; Aircraft Manufacturer's Serial Number (MSN) 45-415; Aircraft Tail Number YV2716.
28330,YV2738,aircraft,VENEZUELA-EO13884,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Aircraft Model Learjet 45; Aircraft Manufacturer's Serial Number (MSN) 45-424; Aircraft Tail Number YV2738.
