ID,Name,Type,Country,Title,Call Sign,Vessel Type,Tonnage,Gross Registered Tonnage,Vessel Flag,Vessel Owner,Aliases
25580,BANK SEPAH,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC SEPBIRTH; Website www.banksepah.ir; alt. Website www.banksepah.de; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 4293; All Offices Worldwide; Linked To: MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS.
25618,POST BANK OF IRAN,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC PBIRIRTH; Website www.postbank.ir; Additional Sanctions Information - Subject to Secondary Sanctions; All Offices Worldwide; Linked To: BANK SEPAH.
25619,DAY BANK,-0- ,IRAN] [SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC DAYBIRTH; Additional Sanctions Information - Subject to Secondary Sanctions; All Offices Worldwide; Linked To: MARTYRS FOUNDATION.
25620,ATIEH SAZAN DAY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25621,BUALI INVESTMENT COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25622,DAMAVAND POWER GENERATION COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.damavandpg.co.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25623,DAY EXCHANGE COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.dayexchange.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25624,DAY E-COMMERCE,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.dec.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25625,DAY BANK BROKERAGE COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.daybankbroker.com; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25626,DAY IRANIAN FINANCIAL AND ACCOUNTING SERVICES COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://fsday.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25627,ATOMIC ENERGY ORGANIZATION OF IRAN,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://www.aeoi.org.ir; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'AEOI'.
25628,PARS ISOTOPE COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://www.parsisotope.com; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25629,DAY LEASING COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website https://leasingday.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25630,OMID BONYAN DAY INSURANCE SERVICES,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://omiddayins.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25631,OMRAN VA MASKAN ABAD DAY COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.omaday.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25632,ROYAY-E ROZ KISH INVESTMENT COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.daybankinvest.com; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25633,TEJARAT GOSTAR FARDAD,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25634,TOSE-E DIDAR IRANIAN HOLDING COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website https://tdday.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25635,TOSE-E DONYA SHAHR KOHAN COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: DAY BANK.
25636,IRAN'S NUCLEAR POWER PLANT CONSTRUCTION MANAGEMENT COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'MASNA'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25637,NUCLEAR POWER PRODUCTION AND DEVELOPMENT COMPANY OF IRAN,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'NPPD'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25638,RADIATION APPLICATIONS DEVELOPMENT COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'RADIATION APPLICATIONS'; a.k.a. 'RAD'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25639,EXPORT DEVELOPMENT BANK OF IRAN,-0- ,IRAN] [SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.edbi.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 86936 (Iran); a.k.a. 'EDBI'; Linked To: MB BANK.
25640,RASTIN KHADAMAT PARSIAN COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25641,URANIUM PROCESSING AND NUCLEAR FUEL COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'FATSA'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25642,POWER PLANT EQUIPMENT MANUFACTURING COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'POWERPLANT EQUIPMENT MANUFACTURING COMPANY'; a.k.a. 'SATNA'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25643,EDBI STOCK BROKERAGE,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: EXPORT DEVELOPMENT BANK OF IRAN.
25644,AEOI BASIJ RESISTANCE CENTER,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25645,EDBI EXCHANGE BROKERAGE,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: EXPORT DEVELOPMENT BANK OF IRAN.
25646,"BANCO INTERNACIONAL DE DESARROLLO, C.A.",-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC IDUNVECA; Website www.bid.com.ve; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'BID'; Linked To: EXPORT DEVELOPMENT BANK OF IRAN.
25647,ADVANCED TECHNOLOGIES COMPANY OF IRAN,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10103378982 (Iran); Registration Number 299780 (Iran); a.k.a. 'ADVANCED TECHNOLOGIES HOLDING COMPANY'; a.k.a. 'ADVANCED TECHNOLOGIES COMPANY'; a.k.a. 'ADVANCED TECHNOLOGIES'; a.k.a. 'IATC'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25648,IRAN-VENEZUELA BI-NATIONAL BANK,-0- ,IRAN] [SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://en.ivbb.ir/; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'IVBB'; Linked To: EXPORT DEVELOPMENT BANK OF IRAN.
25650,NOVIN ENERGY COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25651,ATOMIC FUEL DEVELOPMENT ENGINEERING COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'ENID'; a.k.a. 'MATSA'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25653,MESBAH ENERGY COMPANY,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.isotope.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25654,TAMAS COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'TAMAS'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25658,NUCLEAR INDUSTRY EXPLORATION AND RAW MATERIALS PRODUCTION COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'EMKA'; Linked To: TAMAS COMPANY.
25659,NOVIN PARS MINERAL EXPLORATION AND MINING ENGINEERING COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'MINERAL MINING EXTRACTION COMPANY'; a.k.a. 'SKAM'; a.k.a. 'ASKAM'; a.k.a. 'ESKAM'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25661,THE NUCLEAR REACTORS FUEL COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'SUREH'; a.k.a. 'SOOREH'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25662,NUCLEAR SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website https://nstri.aeoi.org.ir/; alt. Website https://nstri.ir/; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'NSTRI'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25663,"AGRICULTURAL, MEDICAL, AND INDUSTRIAL RESEARCH CENTER",-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'AMIRC'; f.k.a. 'NRCAM'; Linked To: NUCLEAR SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE.
25664,JABBER IBN HAYAN,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'JHL'; Linked To: ATOMIC ENERGY ORGANIZATION OF IRAN.
25677,BANK TEJARAT,-0- ,IRAN] [SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC BTEJIRTH; Website www.tejaratbank.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 38027; alt. Registration Number 8828215; All Offices Worldwide; Linked To: MAHAN AIR; Linked To: BANK SEPAH.
25678,BANK TORGOVOY KAPITAL ZAO,-0- ,IRAN] [SDGT] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC BBTKBY2X; Website www.tcbank.by; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 807000163 (Belarus); a.k.a. 'TC BANK'; a.k.a. 'TK BANK'; Linked To: BANK TEJARAT.
25679,PERSIA INTERNATIONAL BANK PLC,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC PIBPGB2L; Website www.persiabank.co.uk; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 4218020 (United Kingdom); All Offices Worldwide; Linked To: BANK MELLAT.
25680,MELLAT BANK CLOSED JOINT-STOCK COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC BKMTAM22; Website www.mellatbank.am; Additional Sanctions Information - Subject to Secondary Sanctions; All Offices Worldwide; Linked To: BANK MELLAT.
25681,FIRST EAST EXPORT BANK PLC,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC FEEBMYKA; Additional Sanctions Information - Subject to Secondary Sanctions; All Offices Worldwide; Linked To: BANK MELLAT.
25684,EUROPAISCH-IRANISCHE HANDELSBANK AG,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC EIHBDEHH; alt. SWIFT/BIC EIHBIRTH; Website www.eihbank.de; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number HRB 14604 (Germany); All Offices Worldwide; Linked To: BANK OF INDUSTRY AND MINE.
25685,BANK OF INDUSTRY AND MINE,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC BOIMIRTH; Website www.bim.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 38705 (Iran); All Offices Worldwide; a.k.a. 'BIM'; Linked To: BANK SEPAH.
25687,WEE TIONG (S) PTE LTD,-0- ,DPRK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Registration Number 199308567K."
25688,WT MARINE PTE LTD,-0- ,DPRK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Registration Number 201616714Z."
25691,LIMITED LIABILITY COMPANY SOUTHERN PROJECT,-0- ,UKRAINE-EO13661] [UKRAINE-EO13685,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Tax ID No. 7842144503 (Russia); Registration Number 1177847378279 (Russia); Linked To: BANK ROSSIYA; Linked To: KOVALCHUK, Yuri Valentinovich."
25757,AYANDEH BANK,-0- ,IRAN-TRA,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,SWIFT/BIC AYBKIRTH; Additional Sanctions Information - Subject to Secondary Sanctions; All Offices Worldwide; Linked To: ISLAMIC REPUBLIC OF IRAN BROADCASTING.
25758,GHAVAMIN BANK,-0- ,IRAN] [IRAN-HR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.ghbi.ir; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 397957 (Iran); Linked To: LAW ENFORCEMENT FORCES OF THE ISLAMIC REPUBLIC OF IRAN.
25760,"JAFIELA BOUTIQUE, S.A. DE C.V.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Folio Mercantil No. 95562 (Mexico).
25768,"ARQUITECTURA Y DISENO EN BALANCE, S.A. DE C.V.",-0- ,SDNTK,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,R.F.C. ADB130606VA4 (Mexico).
25783,ISLAMIC REPUBLIC OF IRAN - CHINA SHIPPING LINES,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions.
25797,ISLAMIC REPUBLIC OF IRAN - MIDDLE EAST SHIPPING LINES COMPANY,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions.
25798,PERSIAN GULF SABZ KARAFARINAN,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.persiangulffvc.com; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: TOSE-E MELLI GROUP INVESTMENT COMPANY.
25799,SHIPPING WELFARE SERVICES INSTITUTE,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.irislclub.com; Additional Sanctions Information - Subject to Secondary Sanctions.
25800,ESAIL SHIPPING LIMITED,-0- ,IRAN] [NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Trade License No. 1429927 (Hong Kong).
25801,WITSHIPPING MARITIME PTE LTD,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Trade License No. 201131193Z (Singapore).
25802,FIRST ISLAMIC INVESTMENT BANK LIMITED,-0- ,NPWMD] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.fiib.com.my; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'FIIB'.
25803,OGHYANOUS KHOROSHAN KISH,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions.
25805,SHOMAL CEMENT COMPANY,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website www.shomalcement.com; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT COMPANY.
25807,BMIIC INTERNATIONAL GENERAL TRADING L.L.C.,-0- ,SDGT] [IFSR,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: TOSE-E MELLI GROUP INVESTMENT COMPANY.
25829,BELIZE SHIP AND LOGISTIC LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25830,BELIZE SHIPPING LINE SERVICE LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25831,FUTURE AGE SHIPPING LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25832,GOLDEN ENTERPRISE SHIPPING LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25833,INTERNATIONAL EXPERTISE GROUP LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25834,INTERNATIONAL TANKER LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'INTERNATIONAL TANKER LTD'; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25835,INTERSEAS SHIPYARD LTD,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25836,MIRACLE TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25837,MOMENT INVESTMENT LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25838,NATIONWIDE SHIPPING LTD,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25839,NEW AGE SHIPPING LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25840,PACIFIC SHIPPING AND TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25841,PALM SERVICE LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'PALM SERVICE LTD'; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25842,STAR SHIP MANAGEMENT LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25843,WORLDFAST INTERNATIONAL LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25844,ATLANTIC SHIPPING & TRANS,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25845,DIAMOND TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25846,DIMOND TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25847,EMPIRE MARITIME SERVICES LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25848,EUROPE TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25849,GLOBAL AGE LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25850,GLOBAL UNITED SHIPPING LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25851,PACIFIC OCEAN SHIPPING LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25852,SPEED TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25853,SPRING SHIPPING LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25854,TARGET TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25855,UNIVERSAL SHIPPING AND TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25856,UNIVERSE SHIPPING LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25857,WORLDWIDE SHIPPING & TRANSPORTATION LIMITED,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25858,AZAR PAD QESHM,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://nitcshipping.com; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'APCO'; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25859,ATLAS KIAN QESHM,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://nitcshipping.com; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25860,POUYA TAMIN KISH,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://nitcshipping.com; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'PTK'; Linked To: NATIONAL IRANIAN TANKER COMPANY.
25861,DARYANAVARD KISH,-0- ,IRAN,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Website http://nitcshipping.com; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: NATIONAL IRANIAN TANKER COMPANY.
